id,literal_id,printed_id,playagricola_card_id,revision_id,deck_id,type_id,name_ja,name_en,min_players_number,imp_prereq,imp_cost,description,ja_is_official,vps,has_arrow,has_bonus,has_neg_bonus,has_pan_icon,has_bread_icon,ag2_category_icon_id,special_color_id
101126,126,126,1352,1,3,2,柄付き網,Landing Net,,,葦1,アクションで葦を取るたび、追加で食料2を得る。葦以外にほかの資材も同時に取る場合は、追加で食料1を得る。（4〜5人プレイで葦のほかに石材と食料、または石材と木材を取る場合）,1,0,0,0,0,0,0,,
101127,127,127,1672,1,3,2,がらがら,Clapper,,,木材1,「家族を増やす」のアクションのたびに（またはこのカードを出したラウンドに新しい家族が生まれていたら）、小麦が1つ以上ある畑にさらに小麦1を置く。,1,0,0,0,0,0,0,,
101128,128,128,1465,1,3,2,調理場,Cooking Hearth,,かまどを返す,,"以下の品をいつでも食料にできる：
野菜1→食料3 羊1→食料2 猪1→食料3 牛1→食料4
「パンを焼く」のアクションでは、小麦を以下の数の食料にできる：
小麦1→食料3",1,1,0,0,0,1,1,,
101129,129,129,1318,1,3,2,穀物の束,Corn Sheaf,,,,このカードを出したらすぐ小麦1を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
101130,130,130,1527,1,3,2,薬草畑,Herb Garden,,野菜畑1,,これ以降の5ラウンドのスペースに食料を1つずつ置く。これらのラウンドのはじめにその食料を得る。,1,1,0,0,0,0,0,,
101131,131,131,1387,1,3,2,レンガ坑,Clay Pit,,職業3,,「日雇い労働者」のアクションのたびに、追加でレンガ3を得る。,1,1,0,0,0,0,0,,
101132,132,132,1383,1,3,2,レンガの家増築,Clay Hut Extension,,,レンガ4葦1,このカードを出すとすぐに、無料でレンガの家が1部屋、増築される。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
101133,133,133,1472,1,3,2,搾乳台,Milking Stool,,職業2,木材1,収穫の畑フェイズのたびに牛を1/3/5頭持っていれば、それぞれ食料1/2/3を得る。ゲーム終了時に牛2頭につきボーナス1点を得る。,1,0,0,1,0,0,0,,
101134,134,134,1417,1,3,2,牛車,Ox Team,,牛2,木材3,このカードを出したらすぐ、まだ始まっていないラウンドの数だけ（ただし最大3まで）畑を耕せる。,1,1,0,0,0,0,0,,
101135,135,135,1082,1,3,2,ウマ,Horse,,,,ゲーム終了時、1種類の動物を1頭も持っていなかったら、ボーナス2点を得る。（馬がその動物の代わりになる）,1,0,0,1,0,0,0,,
101136,136,136,1470,1,3,2,柴屋根,Brushwood Roof,,職業2,,増築や改築で、葦1か2を同数の木材に替えられる。,1,0,0,0,0,0,0,,
101137,137,137,1405,1,3,2,カブ畑,Turnip Field,,職業3,,種まきで、このカードの上に畑と同じように野菜を植えることができる。このカードを出したとき、追加で「種をまく」のアクションができる。（このカードは得点計算で畑に含めない）,1,1,0,0,0,0,0,,
101138,138,138,1801,1,3,2,葦の家,Reed Hut,,,葦4木材1,まだ登場していない家族コマをこのカードの上に置き、ゲーム終了時までここに住む。今のラウンドからアクションに使うことができ、食料供給しなければならず、得点にならない。（後から「家族を増やす」のアクションで家に入れることができる）,1,1,0,0,0,0,0,,
101139,139,139,1362,1,3,2,寝室,Sleeping Corner,,小麦畑2,木材1,ほかの人の家族が置いてあっても、家族を増やすアクションに家族を置いて実行できる。,1,1,0,0,0,0,0,,
101140,140,140,1404,1,3,2,白鳥の湖,Swan Lake,,職業4,,これ以降の5ラウンドのスペースに食料を1つずつ置く。これらのラウンドのはじめにその食料を得る。,1,2,0,0,0,0,0,,
101141,141,141,1599,1,3,2,猪の飼育,Boar Breeding,,,食料1,このカードを出したらすぐに、猪1を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
101142,142,142,1415,1,3,2,石車,Stone Cart,,職業2,木材2,これ以降の偶数ラウンドのスペースに石材をそれぞれ1つずつ置く。これらのラウンドの最初にその石材を得る。,1,0,0,0,0,0,0,,
101143,143,143,1531,1,3,2,石の交換,Stone Exchange,,,木材2/レンガ2,このカードを出したらすぐに、石材2を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,1,0,1,0,0,0,0,,
101144,144,144,1418,1,3,2,ヴィラ,Mansion,,,木材3レンガ3葦2石材3,ゲーム終了時、石の家1部屋につきボーナス2点を得る。（木骨の部屋とヴィラを持っている場合、ボーナス点はヴィラのみになる）,1,0,0,1,0,0,0,,
101145,145,145,1409,1,3,2,森の牧場,Forest Pasture,,職業3,,このカードの上に猪を何匹でも置ける。（このカードを得点計算で牧場に含めない）,1,1,0,0,0,0,0,,
101146,146,146,1473,1,3,2,織機,Loom,,職業2,木材2,畑フェイズのたびに羊を1/4/7頭もっていれば、それぞれ食料1/2/3を得る。ゲーム終了時に羊3頭につき1点のボーナスを得る。,1,1,0,1,0,0,0,,
101147,147,147,1447,1,1,1,畑商人,Land Agent,3,,,「野菜1を取る」のアクションのたびに追加で小麦1を取る。このカードを出したときにストックから野菜1を得る。,1,0,0,0,0,0,0,,
101148,148,148,1628,1,1,1,大学者,Academic,3,,,小さい進歩を使う時や得点計算時に、このカードを職業2つに数える。,0,0,0,0,0,0,0,,
101149,149,149,1645,1,1,1,パン焼き長老,Master Baker,4,,,自分が:パン:の印の付いた設備を持っていれば、ほかの人がパンを焼くたびパンを焼ける。自分で焼くときは追加で食料+1を得る。,1,0,0,0,0,0,0,,
101150,150,150,1442,1,1,1,パン職人,Baker,1,,,収穫のたびに:パン:の印の付いた進歩カードがあれば、食料供給フェイズのはじめにパンを焼くことができる。このカードを出した時に、追加アクションとしてパンを焼くことができる。,1,0,0,0,0,0,0,,
101151,151,151,1614,1,1,1,建築士,Master Builder,1,,,家が5部屋以上になったら、ゲーム中に1度だけ好きなタイミングで無料で1部屋増築できる。,1,0,0,0,0,0,0,,
101152,152,152,1372,1,1,1,イチゴ集め,Berry Picker,3,,,アクションで木材を取るたびに、追加で食料1を得る。,1,0,0,0,0,0,0,,
101153,153,153,1637,1,1,1,托鉢僧,Mendicant,1,,,ゲーム終了時に、物乞いカードを2枚まで返すことができ、返したカード分のマイナス点が入らない。,1,0,0,0,0,0,0,,
101154,154,154,1635,1,1,1,醸造師,Master Brewer,1,,,収穫で食料供給フェイズのたびに、小麦1（最大1つまで）を食料3にできる。,1,0,0,0,0,0,0,,
101155,155,155,1640,1,1,1,パン屋,Bread Seller,3,,,誰か（自分も含む）がパンを焼くたびに、食料にした小麦1つにつき食料1をストックから得る。（パンを焼くには:パン:の印の付いた進歩が必要だが、食料1を得るには不要）,1,0,0,0,0,0,0,,
101156,156,156,1641,1,1,1,ブラシ作り,Brush Maker,3,,,食料にした猪をこのカードの上に置くことができる。ゲーム終了時にここの猪が2/3/4頭ならば、それぞれ1/2/3点のボーナスポイントを得る。,1,0,0,1,0,0,0,,
101157,157,157,1380,1,1,1,屋根がけ,Thatcher,3,,,増築・改築・水車・木骨の小屋・鶏小屋・別荘・ヴィラ・乾燥小屋の建設で葦を1つ安くできる。,1,0,0,0,0,0,0,,
101158,158,158,1653,1,1,1,旋盤職人,Turner,3,,,いつでも木材を食料にできる。木材1につき食料1。,1,0,0,0,0,0,0,,
101159,159,159,1364,1,1,1,家長,Head of the Family,4,,,「増築」と「家族を増やす」が含まれるアクションを、ほかの人がすでに選んでいても行える。,1,0,0,0,0,0,0,,
101160,160,160,1548,1,1,1,農場主,Farmer,4,,,次に柵を作るとき、猪1を得る。それ以降、柵を1本以上作るたびに牛1を得る。,1,0,0,0,0,0,0,,
101161,161,161,1557,1,1,1,漁師,Fisherman,3,,,漁のアクションのたびにそこに置いてある食料の2倍を得てもよい。ただしそうした場合、釣竿・いかだ・カヌー・梁・柄付き網の所有者がいたらそれぞれ食料1ずつ与える。,0,0,0,0,0,0,0,,
101162,162,162,1610,1,1,1,肉屋,Meat-seller,1,,,暖炉を持っていれば家畜をいつでも食料にできる。羊1匹で食料2、猪1匹で食料3、牛1匹で食料4に換える。,1,0,0,0,0,0,0,,
101163,163,163,1366,1,1,1,畑守,Field Warden,4,,,「野菜1を取る」「畑1を耕す」「畑1を耕し種をまく」のアクションを、ほかの人がすでに選んでいてもそのアクションスペースを使って行える。,1,0,0,0,0,0,0,,
101164,164,164,1552,1,1,1,営林士,Master Forester,4,,,3人ゲームから「木材2」のアクションカードを追加する。各ラウンドのはじめに木材2をその上に置く。この森を使う人から食料2をもらう。,1,0,0,0,0,0,0,,
101165,165,165,1568,1,1,1,自由農夫,Yeoman Farmer,3,,,ゲーム終了時に、未使用の農場スペースと物乞いだけがマイナス点になる。,1,0,0,0,0,0,0,,
101166,166,166,1450,1,1,1,庭職人,Undergardener,4,,,「日雇い労働者」のアクションのたびに、追加で野菜1を得る。,1,0,0,0,0,0,0,,
101167,167,167,1554,1,1,1,奇術師,Conjurer,4,,,「小劇場」のアクションのたびに、追加で小麦1を得る。,1,0,0,0,0,0,0,,
101168,168,168,1434,1,1,1,八百屋,Greengrocer,3,,,「小麦1を取る」のアクションのたびに追加で野菜1を得る。,1,0,0,0,0,0,0,,
101169,169,169,1555,1,1,1,昔語り,Storyteller,4,,,「小劇場」のアクションのたびに食料1をそのスペースに残して、代わりに野菜1を得ることができる。,1,0,0,0,0,0,0,,
101170,170,170,1658,1,1,1,大農場管理人,Estate Manager,3,,,ゲーム終了時に3種類の家畜のそれぞれについて自分より多い人がいなければ、3/4/5人プレイでそれぞれ2/3/4点ボーナスを得る。,1,0,0,1,0,0,0,,
101171,171,171,1649,1,1,1,港湾労働者,Dock Worker,1,,,いつでも木材3をレンガ1/葦1/石材1のいずれかに交換できる。または、レンガ2/葦2/石材2のいずれかを好きな資材1と交換できる。,0,0,0,0,0,0,0,,
101172,172,172,1564,1,1,1,族長,Chief,1,,,ゲーム終了時に石の家の1部屋につき1点追加ボーナス。このカードを出すには追加で食料2が必要。,1,0,0,1,0,0,0,,
101173,173,173,1565,1,1,1,族長の娘,Chief's Daughter,1,,,ほかの人が「族長」を出したら、コストなしでこのカードをすぐ出すことができる（通常通り出してもよい）。ゲーム終了時に石の家なら3勝利点、レンガの家なら1勝利点を追加で得る。,1,0,0,1,0,0,0,,
101174,174,174,1612,1,1,1,家庭教師,Tutor,1,,,ゲーム終了時、このカードの後に出した職業1枚につき1点のボーナスを得る。,1,0,0,1,0,0,0,,
101175,175,175,1430,1,1,1,柵管理人,Hedge Keeper,1,,,柵を1つ以上置くたびに無料でさらに3つ置くことができる。（柵は牧場を完全に囲む形でしか置けない）,1,0,0,0,0,0,0,,
101176,176,176,1378,1,1,1,木こり,Woodcutter,1,,,アクションで木材を取るたびに、追加で木材1を得る。,1,0,0,0,0,0,0,,
101177,177,177,1608,1,1,1,木大工,Wooden Hut Builder,3,,,ゲーム終了時に、木の家1部屋につきボーナス1点を得る。,1,0,0,1,0,0,0,,
101178,178,178,1373,1,1,1,小屋大工,Hut Builder,4,,,ラウンド1-4に出せば、第11ラウンドのはじめに無料で1スペース増築できる。（石の家を除く）,1,0,0,0,0,0,0,,
101179,179,179,1546,1,1,1,販売人,Merchant,1,,,「小さい進歩」か「小さい/大きい進歩」のアクションのたびに、食料1を払えばもう1回このアクションをできる。,1,0,0,0,0,0,0,,
101180,180,180,1536,1,1,1,小さい庭師,Hobby Farmer,4,,,このカードを出したときに野菜1を得て、すぐに「種まき」のアクションを行ってこの野菜を植えられる。このときほかのものは植えられない。,1,0,0,0,0,0,0,,
101181,181,181,1575,1,1,1,コック,Cook,4,,,収穫で食料供給フェイズのたびに、食料2を食べる家族は2人だけになり、残りの家族は全員食料1で満足する。,1,0,0,0,0,0,0,,
101182,182,182,1371,1,1,1,炭焼き,Charcoal Burner,3,,,自分やほかの人がパンを焼く進歩（:パン:の印の付いた進歩カード）を建設するたびに食料1と木材1を得る。,0,0,0,0,0,0,0,,
101183,183,183,1562,1,1,1,かご編み,Basketmaker,4,,,収穫のたび、葦1（最大1つまで）を食料3にできる。,1,0,0,0,0,0,0,,
101184,184,184,1377,1,1,1,小売人,Grocer,1,,,このカードの上に下から野菜・葦・レンガ・木材・野菜・石材・小麦・葦を1つずつ順番に重ねる。食料1でいつでも一番上の商品を買える。,1,0,0,0,0,0,0,,
101185,185,185,1638,1,1,1,レンガ焼き,Clay Firer,4,,,いつでもレンガを石材にできる。レンガ2につき石材1、レンガ3につき石材2に換える。,1,0,0,0,0,0,0,,
101186,186,186,1563,1,1,1,レンガ屋,Clay Seller,4,,,いつでもレンガ2を羊1か葦1に、レンガ3を猪1か石材1に、レンガ4を牛1にできる。,1,0,0,0,0,0,0,,
101187,187,187,1537,1,1,1,レンガ運び,Clay Deliveryman,1,,,ラウンド6〜14のうちまだ始まっていないラウンドのスペースに、1つずつレンガを置く。これらのラウンドのはじめにそのレンガを得る。,1,0,0,0,0,0,0,,
101188,188,188,1436,1,1,1,レンガ混ぜ,Clay Mixer,1,,,アクションでレンガだけを取るたびに、レンガ2を追加で得る。,1,0,0,0,0,0,0,,
101189,189,189,1572,1,1,1,君主,Lord of the Manor,1,,,ゲーム終了時に、各カテゴリーで最大の4点まで到達すれば、それぞれ1点のボーナスを得る。（柵で囲まれた厩を4つ以上作った場合も含む）,0,0,0,1,0,0,0,,
101190,190,190,1624,1,1,1,メイド,Maid,1,,,レンガの家に住み次第、それ以降のラウンドのスペースに食料1を置く。これらのラウンドの最初にその食料を得る。（すでにレンガか石の家に住んでいれば、すぐに食料を置く）,1,0,0,0,0,0,0,,
101191,191,191,1449,1,1,1,左官屋,Mason,1,,,石の家が4部屋以上になったら、1回だけ好きなときに1部屋を無料で増築できる。,1,0,0,0,0,0,0,,
101192,192,192,1432,1,1,1,パトロン,Patron,4,,,これ以降職業を出すたびに、食料2を得る。この食料は今出した職業のコストの支払いに当ててもよい。,1,0,0,0,0,0,0,,
